p,r,n,poly,factorization
2341,1,21,x^21 + x^20 + 30,2^2 * 3^3 * 5 * 13 * 37 * 49393 * 72031 * 7141009 * 1209256049 * 136168223003 * 211774154538997 * 248587580278507
2341,1,22,x^22 + x^21 + 163,2^3 * 3^2 * 5 * 13 * 23 * 1171 * 81401 * 241429 * 39265970347759 * 5475900181964372623 * 251425593645070411517369
2341,1,23,x^23 + x^22 + 73,2^2 * 3^2 * 5 * 13 * 226183 * 9562302251986392269 * 34192147516775285293 * 1811623109246705923439709039013
2341,2,2,x^4 + x^3 + 21,2^4 * 3^2 * 5 * 13 * 1171 * 2740141
2341,2,3,x^6 + x^5 + 7,2^3 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393
2341,2,4,x^8 + x^7 + 61,2^5 * 3^2 * 5 * 13 * 1171 * 2740141 * 15016739919481
2341,2,5,x^10 + x^9 + 104,2^3 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 191 * 431 * 1171 * 92264251 * 1698865711
2341,2,6,x^12 + x^11 + 10,2^4 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393 * 2740141 * 30033474358681
2341,2,7,x^14 + x^13 + 10,2^3 * 3^2 * 5 * 13 * 1171 * 6287 * 62273 * 1209256049 * 136168223003 * 420222939571
2341,2,8,x^16 + x^15 + 62,2^6 * 3^2 * 5 * 13 * 17 * 1171 * 467633 * 2740141 * 22089281 * 2568299467121 * 15016739919481
2341,2,9,x^18 + x^17 + 140,2^3 * 3^4 * 5 * 7 * 13 * 19 * 37 * 163 * 1171 * 4801 * 17443 * 49393 * 37040851 * 194768191 * 254745397 * 14825713249
2341,2,10,x^20 + x^19 + 105,2^4 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 61 * 191 * 431 * 1171 * 2740141 * 22828261 * 92264251 * 1698865711 * 647751706841521441
2341,2,11,x^22 + x^21 + 163,2^3 * 3^2 * 5 * 13 * 23 * 1171 * 81401 * 241429 * 39265970347759 * 5475900181964372623 * 251425593645070411517369
2341,3,2,x^6 + x^5 + 7,2^3 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393
2341,3,3,x^9 + x^8 + 59,2^2 * 3^4 * 5 * 13 * 19 * 37 * 49393 * 194768191 * 14825713249
2341,3,4,x^12 + x^11 + 10,2^4 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393 * 2740141 * 30033474358681
2341,3,5,x^15 + x^14 + 226,2^2 * 3^3 * 5^2 * 11 * 13 * 31 * 37 * 151 * 191 * 49393 * 92264251 * 5971023851978549581453111
2341,3,6,x^18 + x^17 + 140,2^3 * 3^4 * 5 * 7 * 13 * 19 * 37 * 163 * 1171 * 4801 * 17443 * 49393 * 37040851 * 194768191 * 254745397 * 14825713249
2341,3,7,x^21 + x^20 + 30,2^2 * 3^3 * 5 * 13 * 37 * 49393 * 72031 * 7141009 * 1209256049 * 136168223003 * 211774154538997 * 248587580278507
2341,4,2,x^8 + x^7 + 61,2^5 * 3^2 * 5 * 13 * 1171 * 2740141 * 15016739919481
2341,4,3,x^12 + x^11 + 10,2^4 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393 * 2740141 * 30033474358681
2341,4,4,x^16 + x^15 + 62,2^6 * 3^2 * 5 * 13 * 17 * 1171 * 467633 * 2740141 * 22089281 * 2568299467121 * 15016739919481
2341,4,5,x^20 + x^19 + 105,2^4 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 61 * 191 * 431 * 1171 * 2740141 * 22828261 * 92264251 * 1698865711 * 647751706841521441
2341,5,2,x^10 + x^9 + 104,2^3 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 191 * 431 * 1171 * 92264251 * 1698865711
2341,5,3,x^15 + x^14 + 226,2^2 * 3^3 * 5^2 * 11 * 13 * 31 * 37 * 151 * 191 * 49393 * 92264251 * 5971023851978549581453111
2341,5,4,x^20 + x^19 + 105,2^4 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 61 * 191 * 431 * 1171 * 2740141 * 22828261 * 92264251 * 1698865711 * 647751706841521441
2341,6,2,x^12 + x^11 + 10,2^4 * 3^3 * 5 * 7 * 13 * 37 * 163 * 1171 * 4801 * 49393 * 2740141 * 30033474358681
2341,6,3,x^18 + x^17 + 140,2^3 * 3^4 * 5 * 7 * 13 * 19 * 37 * 163 * 1171 * 4801 * 17443 * 49393 * 37040851 * 194768191 * 254745397 * 14825713249
2341,7,2,x^14 + x^13 + 10,2^3 * 3^2 * 5 * 13 * 1171 * 6287 * 62273 * 1209256049 * 136168223003 * 420222939571
2341,7,3,x^21 + x^20 + 30,2^2 * 3^3 * 5 * 13 * 37 * 49393 * 72031 * 7141009 * 1209256049 * 136168223003 * 211774154538997 * 248587580278507
2341,8,2,x^16 + x^15 + 62,2^6 * 3^2 * 5 * 13 * 17 * 1171 * 467633 * 2740141 * 22089281 * 2568299467121 * 15016739919481
2341,9,2,x^18 + x^17 + 140,2^3 * 3^4 * 5 * 7 * 13 * 19 * 37 * 163 * 1171 * 4801 * 17443 * 49393 * 37040851 * 194768191 * 254745397 * 14825713249
2341,10,2,x^20 + x^19 + 105,2^4 * 3^2 * 5^2 * 11 * 13 * 31 * 41 * 61 * 191 * 431 * 1171 * 2740141 * 22828261 * 92264251 * 1698865711 * 647751706841521441
2341,11,2,x^22 + x^21 + 163,2^3 * 3^2 * 5 * 13 * 23 * 1171 * 81401 * 241429 * 39265970347759 * 5475900181964372623 * 251425593645070411517369
