p,e,n,poly,factorization
3583,2,10,x^20 + x^19 + 76,2^11 * 3^2 * 5^2 * 7 * 11 * 13 * 17 * 37 * 41 * 157 * 199 * 811 * 1171 * 3881 * 144161 * 4233961 * 605878001 * 3859488151 * 62197289233661
3583,2,11,x^22 + x^21 + 76,2^10 * 3^2 * 7 * 23 * 199 * 3631 * 39227 * 729587 * 10568119607 * 145939562818007127049 * 32987482207352669027674061
3583,3,2,x^6 + x^5 + 20,2^10 * 3^3 * 7 * 19 * 193 * 199 * 66499 * 225289
3583,3,3,x^9 + x^8 + 22,2 * 3^4 * 19 * 199 * 1549 * 225289 * 455311035474343831
3583,3,4,x^12 + x^11 + 40,2^11 * 3^3 * 5 * 7 * 13 * 17 * 19 * 37 * 97 * 157 * 193 * 199 * 66499 * 220513 * 225289 * 7705153
3583,3,5,x^15 + x^14 + 83,2 * 3^3 * 19 * 31 * 41 * 199 * 811 * 1171 * 225289 * 4233961 * 4789530323761 * 182893645966351
3583,3,6,x^18 + x^17 + 13,2^10 * 3^4 * 7 * 19 * 193 * 199 * 1549 * 66499 * 191827 * 225289 * 259723 * 42467891923 * 455311035474343831
3583,3,7,x^21 + x^20 + 22,2 * 3^3 * 19 * 29 * 43 * 199 * 11551 * 225289 * 72980036754665508917 * 9010573465183960335166860736591338013
3583,4,2,x^8 + x^7 + 31,2^12 * 3^2 * 5 * 7 * 13 * 17 * 37 * 157 * 199 * 82405696988161
3583,4,3,x^12 + x^11 + 40,2^11 * 3^3 * 5 * 7 * 13 * 17 * 19 * 37 * 97 * 157 * 193 * 199 * 66499 * 220513 * 225289 * 7705153
3583,4,4,x^16 + x^15 + 364,2^13 * 3^2 * 5 * 7 * 13 * 17 * 37 * 157 * 199 * 1852158880337 * 82405696988161 * 7332739073517233
3583,4,5,x^20 + x^19 + 76,2^11 * 3^2 * 5^2 * 7 * 11 * 13 * 17 * 37 * 41 * 157 * 199 * 811 * 1171 * 3881 * 144161 * 4233961 * 605878001 * 3859488151 * 62197289233661
3583,5,2,x^10 + x^9 + 20,2^10 * 3^2 * 7 * 11 * 41 * 199 * 811 * 1171 * 3881 * 4233961 * 3859488151
3583,5,3,x^15 + x^14 + 83,2 * 3^3 * 19 * 31 * 41 * 199 * 811 * 1171 * 225289 * 4233961 * 4789530323761 * 182893645966351
3583,5,4,x^20 + x^19 + 76,2^11 * 3^2 * 5^2 * 7 * 11 * 13 * 17 * 37 * 41 * 157 * 199 * 811 * 1171 * 3881 * 144161 * 4233961 * 605878001 * 3859488151 * 62197289233661
3583,6,2,x^12 + x^11 + 40,2^11 * 3^3 * 5 * 7 * 13 * 17 * 19 * 37 * 97 * 157 * 193 * 199 * 66499 * 220513 * 225289 * 7705153
3583,6,3,x^18 + x^17 + 13,2^10 * 3^4 * 7 * 19 * 193 * 199 * 1549 * 66499 * 191827 * 225289 * 259723 * 42467891923 * 455311035474343831
3583,7,2,x^14 + x^13 + 123,2^10 * 3^2 * 7^2 * 29 * 199 * 20749 * 18939859 * 768931591 * 72980036754665508917
3583,7,3,x^21 + x^20 + 22,2 * 3^3 * 19 * 29 * 43 * 199 * 11551 * 225289 * 72980036754665508917 * 9010573465183960335166860736591338013
3583,8,2,x^16 + x^15 + 364,2^13 * 3^2 * 5 * 7 * 13 * 17 * 37 * 157 * 199 * 1852158880337 * 82405696988161 * 7332739073517233
3583,9,2,x^18 + x^17 + 13,2^10 * 3^4 * 7 * 19 * 193 * 199 * 1549 * 66499 * 191827 * 225289 * 259723 * 42467891923 * 455311035474343831
3583,10,2,x^20 + x^19 + 76,2^11 * 3^2 * 5^2 * 7 * 11 * 13 * 17 * 37 * 41 * 157 * 199 * 811 * 1171 * 3881 * 144161 * 4233961 * 605878001 * 3859488151 * 62197289233661
3583,11,2,x^22 + x^21 + 76,2^10 * 3^2 * 7 * 23 * 199 * 3631 * 39227 * 729587 * 10568119607 * 145939562818007127049 * 32987482207352669027674061
