p,e,n,poly,factorization
757,3,8,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,3,9,x^27 + x^26 + 45,2^2 * 3^6 * 7 * 13 * 19 * 4591 * 14713 * 25875541 * 71491411 * 127588339 * 6767736089087891149778232511575875184169
757,4,2,x^8 + x^7 + 54,2^5 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 1416809
757,4,3,x^12 + x^11 + 14,2^4 * 3^4 * 5^2 * 7 * 13 * 73 * 157 * 163 * 379 * 541 * 1753 * 3511 * 14713 * 346261
757,4,4,x^16 + x^15 + 93,2^6 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 673 * 495377 * 1416809 * 161728343150081
757,4,5,x^20 + x^19 + 14,2^4 * 3^3 * 5^3 * 7 * 11 * 73 * 157 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041 * 21567324552810425083901
757,4,6,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,5,2,x^10 + x^9 + 45,2^3 * 3^3 * 7 * 11 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041
757,5,3,x^15 + x^14 + 140,2^2 * 3^4 * 7 * 11 * 13 * 61 * 151 * 191 * 2521 * 14713 * 62081 * 18541561 * 630579541531
757,5,4,x^20 + x^19 + 14,2^4 * 3^3 * 5^3 * 7 * 11 * 73 * 157 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041 * 21567324552810425083901
757,5,5,x^25 + x^24 + 41,2^2 * 3^3 * 7 * 11 * 191 * 251 * 2521 * 5501 * 62081 * 2000948173646705803568501 * 1382185661588533222082229751
757,6,2,x^12 + x^11 + 14,2^4 * 3^4 * 5^2 * 7 * 13 * 73 * 157 * 163 * 379 * 541 * 1753 * 3511 * 14713 * 346261
757,6,3,x^18 + x^17 + 35,2^3 * 3^5 * 7 * 13 * 19 * 163 * 379 * 811 * 3511 * 14713 * 25875541 * 127588339 * 232035493288087
757,6,4,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,7,2,x^14 + x^13 + 56,2^3 * 3^3 * 7^2 * 379 * 878837 * 30629717273 * 187932525878971693
757,7,3,x^21 + x^20 + 96,2^2 * 3^4 * 7^2 * 13 * 127 * 14713 * 878837 * 3250633 * 2348460997 * 30629717273 * 36477196965456787
757,8,2,x^16 + x^15 + 93,2^6 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 673 * 495377 * 1416809 * 161728343150081
757,8,3,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,9,2,x^18 + x^17 + 35,2^3 * 3^5 * 7 * 13 * 19 * 163 * 379 * 811 * 3511 * 14713 * 25875541 * 127588339 * 232035493288087
757,9,3,x^27 + x^26 + 45,2^2 * 3^6 * 7 * 13 * 19 * 4591 * 14713 * 25875541 * 71491411 * 127588339 * 6767736089087891149778232511575875184169
757,10,2,x^20 + x^19 + 14,2^4 * 3^3 * 5^3 * 7 * 11 * 73 * 157 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041 * 21567324552810425083901
757,11,2,x^22 + x^21 + 253,2^3 * 3^3 * 7 * 23 * 89 * 379 * 6654649 * 104476284376746280087 * 2683228343634830408801023091
757,12,2,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,13,2,x^26 + x^25 + 5,2^3 * 3^3 * 7 * 53 * 79 * 379 * 911 * 658919 * 3166006663 * 2451961907233151 * 3453885675787873 * 18608655491767303
