p,r,n,poly,factorization
2539,1,21,x^21 + x^20 + 9,2 * 3^4 * 29 * 47 * 2149687 * 37464197 * 246679387837 * 71743296400673477977795152103980928675561
2539,1,22,x^22 + x^21 + 124,2^3 * 3^3 * 5 * 23 * 47 * 127 * 5971087 * 9576733 * 200562253 * 1367515249 * 42223115749 * 720880452139 * 11289132389701
2539,1,23,x^23 + x^22 + 181,2 * 3^3 * 47 * 2659537 * 111565179252198977 * 53343110382735601327 * 50505359028057667665408537398707
2539,2,2,x^4 + x^3 + 3,2^4 * 3^3 * 5 * 47 * 127 * 3223261
2539,2,3,x^6 + x^5 + 17,2^3 * 3^4 * 5 * 7 * 13 * 19 * 47 * 127 * 3727 * 2149687
2539,2,4,x^8 + x^7 + 99,2^5 * 3^3 * 5 * 41 * 47 * 127 * 1993 * 3223261 * 254290217
2539,2,5,x^10 + x^9 + 161,2^3 * 3^3 * 5^2 * 11 * 47 * 71 * 101 * 127 * 271 * 3851 * 21360671 * 196427171
2539,2,6,x^12 + x^11 + 3,2^4 * 3^4 * 5 * 7 * 13 * 19 * 37 * 47 * 127 * 397 * 3727 * 2149687 * 3223261 * 2829166489
2539,2,7,x^14 + x^13 + 2,2^3 * 3^3 * 5 * 29 * 43 * 47 * 127 * 743 * 6791 * 37464197 * 246679387837 * 1234281414913
2539,2,8,x^16 + x^15 + 21,2^6 * 3^3 * 5 * 17 * 41 * 47 * 127 * 401 * 1993 * 3223261 * 254290217 * 182375708609 * 694562489297
2539,2,9,x^18 + x^17 + 71,2^3 * 3^5 * 5 * 7 * 13 * 19 * 47 * 73 * 127 * 3727 * 370603 * 2149687 * 240960591147709 * 3669892518501476191
2539,2,10,x^20 + x^19 + 3,2^4 * 3^3 * 5^2 * 11 * 47 * 61 * 71 * 101 * 127 * 271 * 421 * 3851 * 84061 * 3223261 * 21360671 * 196427171 * 800009338716734101
2539,2,11,x^22 + x^21 + 124,2^3 * 3^3 * 5 * 23 * 47 * 127 * 5971087 * 9576733 * 200562253 * 1367515249 * 42223115749 * 720880452139 * 11289132389701
2539,3,2,x^6 + x^5 + 17,2^3 * 3^4 * 5 * 7 * 13 * 19 * 47 * 127 * 3727 * 2149687
2539,3,3,x^9 + x^8 + 7,2 * 3^5 * 47 * 370603 * 2149687 * 240960591147709
2539,3,4,x^12 + x^11 + 3,2^4 * 3^4 * 5 * 7 * 13 * 19 * 37 * 47 * 127 * 397 * 3727 * 2149687 * 3223261 * 2829166489
2539,3,5,x^15 + x^14 + 24,2 * 3^4 * 11 * 31 * 47 * 71 * 181 * 271 * 571 * 702721 * 1927351 * 2149687 * 196427171 * 397841791
2539,3,6,x^18 + x^17 + 71,2^3 * 3^5 * 5 * 7 * 13 * 19 * 47 * 73 * 127 * 3727 * 370603 * 2149687 * 240960591147709 * 3669892518501476191
2539,3,7,x^21 + x^20 + 9,2 * 3^4 * 29 * 47 * 2149687 * 37464197 * 246679387837 * 71743296400673477977795152103980928675561
2539,4,2,x^8 + x^7 + 99,2^5 * 3^3 * 5 * 41 * 47 * 127 * 1993 * 3223261 * 254290217
2539,4,3,x^12 + x^11 + 3,2^4 * 3^4 * 5 * 7 * 13 * 19 * 37 * 47 * 127 * 397 * 3727 * 2149687 * 3223261 * 2829166489
2539,4,4,x^16 + x^15 + 21,2^6 * 3^3 * 5 * 17 * 41 * 47 * 127 * 401 * 1993 * 3223261 * 254290217 * 182375708609 * 694562489297
2539,4,5,x^20 + x^19 + 3,2^4 * 3^3 * 5^2 * 11 * 47 * 61 * 71 * 101 * 127 * 271 * 421 * 3851 * 84061 * 3223261 * 21360671 * 196427171 * 800009338716734101
2539,5,2,x^10 + x^9 + 161,2^3 * 3^3 * 5^2 * 11 * 47 * 71 * 101 * 127 * 271 * 3851 * 21360671 * 196427171
2539,5,3,x^15 + x^14 + 24,2 * 3^4 * 11 * 31 * 47 * 71 * 181 * 271 * 571 * 702721 * 1927351 * 2149687 * 196427171 * 397841791
2539,5,4,x^20 + x^19 + 3,2^4 * 3^3 * 5^2 * 11 * 47 * 61 * 71 * 101 * 127 * 271 * 421 * 3851 * 84061 * 3223261 * 21360671 * 196427171 * 800009338716734101
2539,6,2,x^12 + x^11 + 3,2^4 * 3^4 * 5 * 7 * 13 * 19 * 37 * 47 * 127 * 397 * 3727 * 2149687 * 3223261 * 2829166489
2539,6,3,x^18 + x^17 + 71,2^3 * 3^5 * 5 * 7 * 13 * 19 * 47 * 73 * 127 * 3727 * 370603 * 2149687 * 240960591147709 * 3669892518501476191
2539,7,2,x^14 + x^13 + 2,2^3 * 3^3 * 5 * 29 * 43 * 47 * 127 * 743 * 6791 * 37464197 * 246679387837 * 1234281414913
2539,7,3,x^21 + x^20 + 9,2 * 3^4 * 29 * 47 * 2149687 * 37464197 * 246679387837 * 71743296400673477977795152103980928675561
2539,8,2,x^16 + x^15 + 21,2^6 * 3^3 * 5 * 17 * 41 * 47 * 127 * 401 * 1993 * 3223261 * 254290217 * 182375708609 * 694562489297
2539,9,2,x^18 + x^17 + 71,2^3 * 3^5 * 5 * 7 * 13 * 19 * 47 * 73 * 127 * 3727 * 370603 * 2149687 * 240960591147709 * 3669892518501476191
2539,10,2,x^20 + x^19 + 3,2^4 * 3^3 * 5^2 * 11 * 47 * 61 * 71 * 101 * 127 * 271 * 421 * 3851 * 84061 * 3223261 * 21360671 * 196427171 * 800009338716734101
2539,11,2,x^22 + x^21 + 124,2^3 * 3^3 * 5 * 23 * 47 * 127 * 5971087 * 9576733 * 200562253 * 1367515249 * 42223115749 * 720880452139 * 11289132389701
