p,e,n,poly,factorization
5623,1,19,x^19 + x^18 + 30,2 * 3 * 937 * 31586590159299912415958396742040838689893764693642442705401894053513
5623,1,20,x^20 + x^19 + 26,2^5 * 3 * 5^2 * 11 * 17 * 19 * 37 * 61 * 71 * 937 * 941 * 3049 * 22691 * 17542566661 * 44065219771 * 1279805793001 * 12108543074934541
5623,1,21,x^21 + x^20 + 62,2 * 3^2 * 7^2 * 937 * 1505893 * 3539761 * 31091971 * 1016804569671283 * 40315103569444430677996272640970611447
5623,2,2,x^4 + x^3 + 29,2^5 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049
5623,2,3,x^6 + x^5 + 58,2^4 * 3^2 * 7 * 19 * 37 * 109 * 937 * 290023 * 1505893
5623,2,4,x^8 + x^7 + 14,2^6 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049 * 42209 * 11842333169
5623,2,5,x^10 + x^9 + 29,2^4 * 3 * 11 * 19 * 37 * 71 * 937 * 22691 * 44065219771 * 1279805793001
5623,2,6,x^12 + x^11 + 232,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 37 * 61 * 109 * 937 * 3049 * 14221 * 290023 * 1505893 * 5407528681
5623,2,7,x^14 + x^13 + 108,2^4 * 3 * 19 * 37 * 937 * 1009 * 7029709 * 31091971 * 4455564744667 * 1016804569671283
5623,2,8,x^16 + x^15 + 52,2^7 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049 * 28289 * 32561 * 42209 * 11842333169 * 542499500251063769329
5623,2,9,x^18 + x^17 + 10,2^4 * 3^3 * 7 * 19 * 37 * 73 * 109 * 811 * 937 * 5023 * 33427 * 290023 * 1505893 * 232127752933 * 144332583771163672603
5623,2,10,x^20 + x^19 + 26,2^5 * 3 * 5^2 * 11 * 17 * 19 * 37 * 61 * 71 * 937 * 941 * 3049 * 22691 * 17542566661 * 44065219771 * 1279805793001 * 12108543074934541
5623,3,2,x^6 + x^5 + 58,2^4 * 3^2 * 7 * 19 * 37 * 109 * 937 * 290023 * 1505893
5623,3,3,x^9 + x^8 + 74,2 * 3^3 * 7 * 73 * 937 * 1505893 * 144332583771163672603
5623,3,4,x^12 + x^11 + 232,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 37 * 61 * 109 * 937 * 3049 * 14221 * 290023 * 1505893 * 5407528681
5623,3,5,x^15 + x^14 + 71,2 * 3^2 * 7 * 211 * 937 * 2341 * 22691 * 1505893 * 8002098571 * 44065219771 * 252801507892861
5623,3,6,x^18 + x^17 + 10,2^4 * 3^3 * 7 * 19 * 37 * 73 * 109 * 811 * 937 * 5023 * 33427 * 290023 * 1505893 * 232127752933 * 144332583771163672603
5623,3,7,x^21 + x^20 + 62,2 * 3^2 * 7^2 * 937 * 1505893 * 3539761 * 31091971 * 1016804569671283 * 40315103569444430677996272640970611447
5623,4,2,x^8 + x^7 + 14,2^6 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049 * 42209 * 11842333169
5623,4,3,x^12 + x^11 + 232,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 37 * 61 * 109 * 937 * 3049 * 14221 * 290023 * 1505893 * 5407528681
5623,4,4,x^16 + x^15 + 52,2^7 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049 * 28289 * 32561 * 42209 * 11842333169 * 542499500251063769329
5623,4,5,x^20 + x^19 + 26,2^5 * 3 * 5^2 * 11 * 17 * 19 * 37 * 61 * 71 * 937 * 941 * 3049 * 22691 * 17542566661 * 44065219771 * 1279805793001 * 12108543074934541
5623,5,2,x^10 + x^9 + 29,2^4 * 3 * 11 * 19 * 37 * 71 * 937 * 22691 * 44065219771 * 1279805793001
5623,5,3,x^15 + x^14 + 71,2 * 3^2 * 7 * 211 * 937 * 2341 * 22691 * 1505893 * 8002098571 * 44065219771 * 252801507892861
5623,5,4,x^20 + x^19 + 26,2^5 * 3 * 5^2 * 11 * 17 * 19 * 37 * 61 * 71 * 937 * 941 * 3049 * 22691 * 17542566661 * 44065219771 * 1279805793001 * 12108543074934541
5623,6,2,x^12 + x^11 + 232,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 37 * 61 * 109 * 937 * 3049 * 14221 * 290023 * 1505893 * 5407528681
5623,6,3,x^18 + x^17 + 10,2^4 * 3^3 * 7 * 19 * 37 * 73 * 109 * 811 * 937 * 5023 * 33427 * 290023 * 1505893 * 232127752933 * 144332583771163672603
5623,7,2,x^14 + x^13 + 108,2^4 * 3 * 19 * 37 * 937 * 1009 * 7029709 * 31091971 * 4455564744667 * 1016804569671283
5623,7,3,x^21 + x^20 + 62,2 * 3^2 * 7^2 * 937 * 1505893 * 3539761 * 31091971 * 1016804569671283 * 40315103569444430677996272640970611447
5623,8,2,x^16 + x^15 + 52,2^7 * 3 * 5 * 17 * 19 * 37 * 61 * 937 * 3049 * 28289 * 32561 * 42209 * 11842333169 * 542499500251063769329
5623,9,2,x^18 + x^17 + 10,2^4 * 3^3 * 7 * 19 * 37 * 73 * 109 * 811 * 937 * 5023 * 33427 * 290023 * 1505893 * 232127752933 * 144332583771163672603
5623,10,2,x^20 + x^19 + 26,2^5 * 3 * 5^2 * 11 * 17 * 19 * 37 * 61 * 71 * 937 * 941 * 3049 * 22691 * 17542566661 * 44065219771 * 1279805793001 * 12108543074934541
