p,e,n,poly,factorization
9857,2,3,x^6 + x^5 + 12,2^8 * 3^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 37561
9857,2,4,x^8 + x^7 + 5,2^10 * 3 * 5^2 * 7 * 11 * 31 * 53 * 368633 * 1943209 * 12804269897
9857,2,5,x^10 + x^9 + 29,2^8 * 3 * 7 * 11 * 31 * 53 * 311 * 11071 * 55051 * 2742053021 * 171462738851
9857,2,6,x^12 + x^11 + 39,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 21673 * 37561 * 1943209 * 435572036761
9857,2,7,x^14 + x^13 + 45,2^8 * 3 * 7^2 * 11 * 31 * 53 * 421 * 27259 * 215151553 * 22343960563 * 2178423865500427324333
9857,2,8,x^16 + x^15 + 39,2^11 * 3 * 5^2 * 7 * 11 * 17 * 31 * 53 * 9137 * 368633 * 1943209 * 266169857 * 12804269897 * 1077746544811498817
9857,2,9,x^18 + x^17 + 70,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 53 * 73 * 199 * 307 * 2539 * 3037 * 6481 * 10663 * 37561 * 41221 * 857737 * 9428859019 * 120050633184589
9857,2,10,x^20 + x^19 + 264,2^9 * 3 * 5^3 * 7 * 11 * 31 * 53 * 101 * 311 * 11071 * 19381 * 55051 * 1943209 * 667841081 * 2742053021 * 171462738851 * 13633813784021741
9857,3,2,x^6 + x^5 + 12,2^8 * 3^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 37561
9857,3,3,x^9 + x^8 + 55,2^7 * 7 * 11 * 13 * 73 * 199 * 2539 * 37561 * 41221 * 120050633184589
9857,3,4,x^12 + x^11 + 39,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 21673 * 37561 * 1943209 * 435572036761
9857,3,5,x^15 + x^14 + 149,2^7 * 7 * 11 * 13 * 199 * 311 * 11071 * 30841 * 37561 * 2742053021 * 7937976271 * 363978510183977191
9857,3,6,x^18 + x^17 + 70,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 53 * 73 * 199 * 307 * 2539 * 3037 * 6481 * 10663 * 37561 * 41221 * 857737 * 9428859019 * 120050633184589
9857,4,2,x^8 + x^7 + 5,2^10 * 3 * 5^2 * 7 * 11 * 31 * 53 * 368633 * 1943209 * 12804269897
9857,4,3,x^12 + x^11 + 39,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 21673 * 37561 * 1943209 * 435572036761
9857,4,4,x^16 + x^15 + 39,2^11 * 3 * 5^2 * 7 * 11 * 17 * 31 * 53 * 9137 * 368633 * 1943209 * 266169857 * 12804269897 * 1077746544811498817
9857,4,5,x^20 + x^19 + 264,2^9 * 3 * 5^3 * 7 * 11 * 31 * 53 * 101 * 311 * 11071 * 19381 * 55051 * 1943209 * 667841081 * 2742053021 * 171462738851 * 13633813784021741
9857,5,2,x^10 + x^9 + 29,2^8 * 3 * 7 * 11 * 31 * 53 * 311 * 11071 * 55051 * 2742053021 * 171462738851
9857,5,3,x^15 + x^14 + 149,2^7 * 7 * 11 * 13 * 199 * 311 * 11071 * 30841 * 37561 * 2742053021 * 7937976271 * 363978510183977191
9857,5,4,x^20 + x^19 + 264,2^9 * 3 * 5^3 * 7 * 11 * 31 * 53 * 101 * 311 * 11071 * 19381 * 55051 * 1943209 * 667841081 * 2742053021 * 171462738851 * 13633813784021741
9857,6,2,x^12 + x^11 + 39,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 21673 * 37561 * 1943209 * 435572036761
9857,6,3,x^18 + x^17 + 70,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 53 * 73 * 199 * 307 * 2539 * 3037 * 6481 * 10663 * 37561 * 41221 * 857737 * 9428859019 * 120050633184589
9857,7,2,x^14 + x^13 + 45,2^8 * 3 * 7^2 * 11 * 31 * 53 * 421 * 27259 * 215151553 * 22343960563 * 2178423865500427324333
9857,8,2,x^16 + x^15 + 39,2^11 * 3 * 5^2 * 7 * 11 * 17 * 31 * 53 * 9137 * 368633 * 1943209 * 266169857 * 12804269897 * 1077746544811498817
9857,9,2,x^18 + x^17 + 70,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 53 * 73 * 199 * 307 * 2539 * 3037 * 6481 * 10663 * 37561 * 41221 * 857737 * 9428859019 * 120050633184589
9857,10,2,x^20 + x^19 + 264,2^9 * 3 * 5^3 * 7 * 11 * 31 * 53 * 101 * 311 * 11071 * 19381 * 55051 * 1943209 * 667841081 * 2742053021 * 171462738851 * 13633813784021741
