p,r,n,poly,factorization
991,2,9,x^18 + x^17 + 7,2^6 * 3^4 * 5 * 7 * 11 * 13^2 * 19 * 31 * 271 * 277 * 523 * 1171 * 11593 * 981091 * 2086363 * 20405233 * 192155959
991,2,10,x^20 + x^19 + 23,2^7 * 3^2 * 5^2 * 11 * 31 * 8501 * 491041 * 113340881 * 65979564461 * 193091463181 * 14098709083301
991,2,11,x^22 + x^21 + 23,2^6 * 3^2 * 5 * 11^2 * 23 * 31 * 67 * 2179 * 6251244626436163391983507 * 3614552054510785497940517237
991,2,12,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,2,13,x^26 + x^25 + 48,2^6 * 3^2 * 5 * 11 * 31 * 53 * 157 * 11779 * 76245442970561142995885817173227 * 107713543708729723173569501823821
991,3,2,x^6 + x^5 + 6,2^6 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 277 * 981091
991,3,3,x^9 + x^8 + 121,2 * 3^4 * 5 * 7 * 11 * 13^2 * 271 * 277 * 523 * 11593 * 192155959
991,3,4,x^12 + x^11 + 12,2^7 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 277 * 491041 * 981091 * 26067084013
991,3,5,x^15 + x^14 + 16,2 * 3^3 * 5^2 * 7 * 11 * 13^2 * 61 * 151 * 277 * 331 * 2221 * 360541 * 380638561 * 193091463181
991,3,6,x^18 + x^17 + 7,2^6 * 3^4 * 5 * 7 * 11 * 13^2 * 19 * 31 * 271 * 277 * 523 * 1171 * 11593 * 981091 * 2086363 * 20405233 * 192155959
991,3,7,x^21 + x^20 + 4,2 * 3^3 * 5 * 7^2 * 11 * 13^2 * 277 * 421 * 85581973 * 11078936989 * 304134199349612703032910227146603
991,3,8,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,4,2,x^8 + x^7 + 57,2^8 * 3^2 * 5 * 11 * 31 * 89 * 1913 * 491041 * 2832433
991,4,3,x^12 + x^11 + 12,2^7 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 277 * 491041 * 981091 * 26067084013
991,4,4,x^16 + x^15 + 63,2^9 * 3^2 * 5 * 11 * 17 * 31 * 89 * 1913 * 491041 * 2832433 * 6437225617 * 4250221735649
991,4,5,x^20 + x^19 + 23,2^7 * 3^2 * 5^2 * 11 * 31 * 8501 * 491041 * 113340881 * 65979564461 * 193091463181 * 14098709083301
991,4,6,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,5,2,x^10 + x^9 + 7,2^6 * 3^2 * 5^2 * 11 * 31 * 8501 * 113340881 * 193091463181
991,5,3,x^15 + x^14 + 16,2 * 3^3 * 5^2 * 7 * 11 * 13^2 * 61 * 151 * 277 * 331 * 2221 * 360541 * 380638561 * 193091463181
991,5,4,x^20 + x^19 + 23,2^7 * 3^2 * 5^2 * 11 * 31 * 8501 * 491041 * 113340881 * 65979564461 * 193091463181 * 14098709083301
991,5,5,x^25 + x^24 + 2,2 * 3^2 * 5^3 * 11 * 19611001 * 193091463181 * 8511445517569862339715154124299396339931772884910901
991,6,2,x^12 + x^11 + 12,2^7 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 277 * 491041 * 981091 * 26067084013
991,6,3,x^18 + x^17 + 7,2^6 * 3^4 * 5 * 7 * 11 * 13^2 * 19 * 31 * 271 * 277 * 523 * 1171 * 11593 * 981091 * 2086363 * 20405233 * 192155959
991,6,4,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,7,2,x^14 + x^13 + 22,2^6 * 3^2 * 5 * 11 * 29 * 31 * 43 * 197 * 85581973 * 11078936989 * 3851866525669
991,7,3,x^21 + x^20 + 4,2 * 3^3 * 5 * 7^2 * 11 * 13^2 * 277 * 421 * 85581973 * 11078936989 * 304134199349612703032910227146603
991,8,2,x^16 + x^15 + 63,2^9 * 3^2 * 5 * 11 * 17 * 31 * 89 * 1913 * 491041 * 2832433 * 6437225617 * 4250221735649
991,8,3,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,9,2,x^18 + x^17 + 7,2^6 * 3^4 * 5 * 7 * 11 * 13^2 * 19 * 31 * 271 * 277 * 523 * 1171 * 11593 * 981091 * 2086363 * 20405233 * 192155959
991,10,2,x^20 + x^19 + 23,2^7 * 3^2 * 5^2 * 11 * 31 * 8501 * 491041 * 113340881 * 65979564461 * 193091463181 * 14098709083301
991,11,2,x^22 + x^21 + 23,2^6 * 3^2 * 5 * 11^2 * 23 * 31 * 67 * 2179 * 6251244626436163391983507 * 3614552054510785497940517237
991,12,2,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,13,2,x^26 + x^25 + 48,2^6 * 3^2 * 5 * 11 * 31 * 53 * 157 * 11779 * 76245442970561142995885817173227 * 107713543708729723173569501823821
