p,r,n,poly,factorization
499,1,22,x^22 + x^21 + 10,2^3 * 3 * 5^3 * 23 * 83 * 37181 * 1491491 * 1554678533 * 17984053429 * 25693006773065311147931
499,1,23,x^23 + x^22 + 14,2 * 3 * 83 * 146833 * 2162507 * 719949463678244939191073521093013148565784201071
499,1,24,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,1,25,x^25 + x^24 + 69,2 * 3 * 11 * 83 * 101 * 751 * 55918991 * 16679751623502752783051 * 73144452949097681419308113701
499,1,26,x^26 + x^25 + 232,2^3 * 3 * 5^3 * 83 * 443 * 2761721 * 4829114317 * 17835685268825009 * 539105824685175966745873327307
499,1,27,x^27 + x^26 + 57,2 * 3^4 * 7 * 19 * 83 * 109^2 * 433 * 937 * 60103 * 136603 * 2116063 * 47130768369975766871408003085862294756633
499,1,28,x^28 + x^27 + 86,2^4 * 3 * 5^3 * 13 * 29 * 61 * 83 * 157 * 337 * 2521 * 4831 * 13567 * 16814953 * 236022613 * 625364279 * 3265335348409 * 4340915738713
499,1,29,x^29 + x^28 + 122,2 * 3 * 59 * 83 * 199395359 * 614042234222160929326373 * 488563681679757136924261638424711014810577
499,2,2,x^4 + x^3 + 35,2^4 * 3 * 5^3 * 13 * 61 * 83 * 157
499,2,3,x^6 + x^5 + 35,2^3 * 3^2 * 5^3 * 7 * 67 * 83 * 109^2 * 3709
499,2,4,x^8 + x^7 + 99,2^5 * 3 * 5^3 * 13 * 61 * 83 * 157 * 401 * 7393 * 10457
499,2,5,x^10 + x^9 + 7,2^3 * 3 * 5^4 * 11 * 83 * 101 * 55918991 * 12375499001
499,2,6,x^12 + x^11 + 10,2^4 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 3709 * 93337 * 664273
499,2,7,x^14 + x^13 + 60,2^3 * 3 * 5^3 * 29 * 83 * 337 * 2521 * 4831 * 13567 * 236022613 * 625364279
499,2,8,x^16 + x^15 + 19,2^6 * 3 * 5^3 * 13 * 17 * 61 * 83 * 157 * 401 * 593 * 7393 * 10457 * 50993 * 292673 * 12775489
499,2,9,x^18 + x^17 + 95,2^3 * 3^3 * 5^3 * 7 * 19 * 67 * 83 * 109^2 * 937 * 3331 * 3709 * 136603 * 203761 * 2116063 * 22746133
499,2,10,x^20 + x^19 + 15,2^4 * 3 * 5^4 * 11 * 13 * 61 * 83 * 101 * 157 * 941 * 55918991 * 604475881 * 6758246381 * 12375499001
499,2,11,x^22 + x^21 + 10,2^3 * 3 * 5^3 * 23 * 83 * 37181 * 1491491 * 1554678533 * 17984053429 * 25693006773065311147931
499,2,12,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,2,13,x^26 + x^25 + 232,2^3 * 3 * 5^3 * 83 * 443 * 2761721 * 4829114317 * 17835685268825009 * 539105824685175966745873327307
499,2,14,x^28 + x^27 + 86,2^4 * 3 * 5^3 * 13 * 29 * 61 * 83 * 157 * 337 * 2521 * 4831 * 13567 * 16814953 * 236022613 * 625364279 * 3265335348409 * 4340915738713
499,3,2,x^6 + x^5 + 35,2^3 * 3^2 * 5^3 * 7 * 67 * 83 * 109^2 * 3709
499,3,3,x^9 + x^8 + 30,2 * 3^3 * 7 * 19 * 83 * 109^2 * 937 * 136603 * 2116063
499,3,4,x^12 + x^11 + 10,2^4 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 3709 * 93337 * 664273
499,3,5,x^15 + x^14 + 14,2 * 3^2 * 7 * 11 * 83 * 101 * 109^2 * 55918991 * 3836482006178007498001
499,3,6,x^18 + x^17 + 95,2^3 * 3^3 * 5^3 * 7 * 19 * 67 * 83 * 109^2 * 937 * 3331 * 3709 * 136603 * 203761 * 2116063 * 22746133
499,3,7,x^21 + x^20 + 267,2 * 3^2 * 7^2 * 83 * 109^2 * 4831 * 13567 * 39229 * 236022613 * 292632799579 * 2960104672233073
499,3,8,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,3,9,x^27 + x^26 + 57,2 * 3^4 * 7 * 19 * 83 * 109^2 * 433 * 937 * 60103 * 136603 * 2116063 * 47130768369975766871408003085862294756633
499,4,2,x^8 + x^7 + 99,2^5 * 3 * 5^3 * 13 * 61 * 83 * 157 * 401 * 7393 * 10457
499,4,3,x^12 + x^11 + 10,2^4 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 3709 * 93337 * 664273
499,4,4,x^16 + x^15 + 19,2^6 * 3 * 5^3 * 13 * 17 * 61 * 83 * 157 * 401 * 593 * 7393 * 10457 * 50993 * 292673 * 12775489
499,4,5,x^20 + x^19 + 15,2^4 * 3 * 5^4 * 11 * 13 * 61 * 83 * 101 * 157 * 941 * 55918991 * 604475881 * 6758246381 * 12375499001
499,4,6,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,4,7,x^28 + x^27 + 86,2^4 * 3 * 5^3 * 13 * 29 * 61 * 83 * 157 * 337 * 2521 * 4831 * 13567 * 16814953 * 236022613 * 625364279 * 3265335348409 * 4340915738713
499,5,2,x^10 + x^9 + 7,2^3 * 3 * 5^4 * 11 * 83 * 101 * 55918991 * 12375499001
499,5,3,x^15 + x^14 + 14,2 * 3^2 * 7 * 11 * 83 * 101 * 109^2 * 55918991 * 3836482006178007498001
499,5,4,x^20 + x^19 + 15,2^4 * 3 * 5^4 * 11 * 13 * 61 * 83 * 101 * 157 * 941 * 55918991 * 604475881 * 6758246381 * 12375499001
499,5,5,x^25 + x^24 + 69,2 * 3 * 11 * 83 * 101 * 751 * 55918991 * 16679751623502752783051 * 73144452949097681419308113701
499,6,2,x^12 + x^11 + 10,2^4 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 3709 * 93337 * 664273
499,6,3,x^18 + x^17 + 95,2^3 * 3^3 * 5^3 * 7 * 19 * 67 * 83 * 109^2 * 937 * 3331 * 3709 * 136603 * 203761 * 2116063 * 22746133
499,6,4,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,7,2,x^14 + x^13 + 60,2^3 * 3 * 5^3 * 29 * 83 * 337 * 2521 * 4831 * 13567 * 236022613 * 625364279
499,7,3,x^21 + x^20 + 267,2 * 3^2 * 7^2 * 83 * 109^2 * 4831 * 13567 * 39229 * 236022613 * 292632799579 * 2960104672233073
499,7,4,x^28 + x^27 + 86,2^4 * 3 * 5^3 * 13 * 29 * 61 * 83 * 157 * 337 * 2521 * 4831 * 13567 * 16814953 * 236022613 * 625364279 * 3265335348409 * 4340915738713
499,8,2,x^16 + x^15 + 19,2^6 * 3 * 5^3 * 13 * 17 * 61 * 83 * 157 * 401 * 593 * 7393 * 10457 * 50993 * 292673 * 12775489
499,8,3,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,9,2,x^18 + x^17 + 95,2^3 * 3^3 * 5^3 * 7 * 19 * 67 * 83 * 109^2 * 937 * 3331 * 3709 * 136603 * 203761 * 2116063 * 22746133
499,9,3,x^27 + x^26 + 57,2 * 3^4 * 7 * 19 * 83 * 109^2 * 433 * 937 * 60103 * 136603 * 2116063 * 47130768369975766871408003085862294756633
499,10,2,x^20 + x^19 + 15,2^4 * 3 * 5^4 * 11 * 13 * 61 * 83 * 101 * 157 * 941 * 55918991 * 604475881 * 6758246381 * 12375499001
499,11,2,x^22 + x^21 + 10,2^3 * 3 * 5^3 * 23 * 83 * 37181 * 1491491 * 1554678533 * 17984053429 * 25693006773065311147931
499,12,2,x^24 + x^23 + 168,2^5 * 3^2 * 5^3 * 7 * 13 * 61 * 67 * 83 * 109^2 * 157 * 401 * 3709 * 7393 * 10457 * 93337 * 664273 * 3844185754306005498001
499,13,2,x^26 + x^25 + 232,2^3 * 3 * 5^3 * 83 * 443 * 2761721 * 4829114317 * 17835685268825009 * 539105824685175966745873327307
499,14,2,x^28 + x^27 + 86,2^4 * 3 * 5^3 * 13 * 29 * 61 * 83 * 157 * 337 * 2521 * 4831 * 13567 * 16814953 * 236022613 * 625364279 * 3265335348409 * 4340915738713
