p,r,n,poly,factorization
7349,2,2,x^4 + x^3 + 8,2^4 * 3 * 5^2 * 7^2 * 11 * 29 * 167 * 931169
7349,2,3,x^6 + x^5 + 43,2^3 * 3^2 * 5^2 * 7^2 * 11 * 13 * 109 * 167 * 6967 * 7753 * 12703
7349,2,4,x^8 + x^7 + 27,2^5 * 3 * 5^2 * 7^2 * 11 * 29 * 167 * 577 * 5689 * 931169 * 444294817
7349,2,5,x^10 + x^9 + 26,2^3 * 3 * 5^3 * 7^2 * 11 * 31 * 41 * 167 * 37781 * 15438689921 * 2295231727931
7349,2,6,x^12 + x^11 + 2,2^4 * 3^2 * 5^2 * 7^2 * 11 * 13 * 29 * 37 * 61 * 73 * 109 * 167 * 6967 * 7753 * 12703 * 931169 * 17703476641
7349,2,7,x^14 + x^13 + 83,2^3 * 3 * 5^2 * 7^3 * 11 * 43 * 113 * 167 * 24710183 * 5727943019 * 187408589383 * 27506155574129
7349,2,8,x^16 + x^15 + 85,2^6 * 3 * 5^2 * 7^2 * 11 * 17 * 29 * 167 * 577 * 5689 * 931169 * 444294817 * 250234428573180631199376149153
7349,2,9,x^18 + x^17 + 33,2^3 * 3^3 * 5^2 * 7^2 * 11 * 13 * 19 * 109 * 167 * 541 * 6967 * 7753 * 12703 * 167408317 * 30515488957 * 157532253007478999872951
7349,2,10,x^20 + x^19 + 364,2^4 * 3 * 5^3 * 7^2 * 11 * 29 * 31 * 41 * 167 * 37781 * 931169 * 15438689921 * 2295231727931 * 22055345219081 * 385755486003242921
7349,3,2,x^6 + x^5 + 43,2^3 * 3^2 * 5^2 * 7^2 * 11 * 13 * 109 * 167 * 6967 * 7753 * 12703
7349,3,3,x^9 + x^8 + 15,2^2 * 11 * 167 * 6967 * 7753 * 157532253007478999872951
7349,3,4,x^12 + x^11 + 2,2^4 * 3^2 * 5^2 * 7^2 * 11 * 13 * 29 * 37 * 61 * 73 * 109 * 167 * 6967 * 7753 * 12703 * 931169 * 17703476641
7349,3,5,x^15 + x^14 + 3,2^2 * 11 * 31 * 41 * 167 * 241 * 6967 * 7753 * 234361 * 2295231727931 * 150613705783688666814601
7349,3,6,x^18 + x^17 + 33,2^3 * 3^3 * 5^2 * 7^2 * 11 * 13 * 19 * 109 * 167 * 541 * 6967 * 7753 * 12703 * 167408317 * 30515488957 * 157532253007478999872951
7349,4,2,x^8 + x^7 + 27,2^5 * 3 * 5^2 * 7^2 * 11 * 29 * 167 * 577 * 5689 * 931169 * 444294817
7349,4,3,x^12 + x^11 + 2,2^4 * 3^2 * 5^2 * 7^2 * 11 * 13 * 29 * 37 * 61 * 73 * 109 * 167 * 6967 * 7753 * 12703 * 931169 * 17703476641
7349,4,4,x^16 + x^15 + 85,2^6 * 3 * 5^2 * 7^2 * 11 * 17 * 29 * 167 * 577 * 5689 * 931169 * 444294817 * 250234428573180631199376149153
7349,4,5,x^20 + x^19 + 364,2^4 * 3 * 5^3 * 7^2 * 11 * 29 * 31 * 41 * 167 * 37781 * 931169 * 15438689921 * 2295231727931 * 22055345219081 * 385755486003242921
7349,5,2,x^10 + x^9 + 26,2^3 * 3 * 5^3 * 7^2 * 11 * 31 * 41 * 167 * 37781 * 15438689921 * 2295231727931
7349,5,3,x^15 + x^14 + 3,2^2 * 11 * 31 * 41 * 167 * 241 * 6967 * 7753 * 234361 * 2295231727931 * 150613705783688666814601
7349,5,4,x^20 + x^19 + 364,2^4 * 3 * 5^3 * 7^2 * 11 * 29 * 31 * 41 * 167 * 37781 * 931169 * 15438689921 * 2295231727931 * 22055345219081 * 385755486003242921
7349,6,2,x^12 + x^11 + 2,2^4 * 3^2 * 5^2 * 7^2 * 11 * 13 * 29 * 37 * 61 * 73 * 109 * 167 * 6967 * 7753 * 12703 * 931169 * 17703476641
7349,6,3,x^18 + x^17 + 33,2^3 * 3^3 * 5^2 * 7^2 * 11 * 13 * 19 * 109 * 167 * 541 * 6967 * 7753 * 12703 * 167408317 * 30515488957 * 157532253007478999872951
7349,7,2,x^14 + x^13 + 83,2^3 * 3 * 5^2 * 7^3 * 11 * 43 * 113 * 167 * 24710183 * 5727943019 * 187408589383 * 27506155574129
7349,8,2,x^16 + x^15 + 85,2^6 * 3 * 5^2 * 7^2 * 11 * 17 * 29 * 167 * 577 * 5689 * 931169 * 444294817 * 250234428573180631199376149153
7349,9,2,x^18 + x^17 + 33,2^3 * 3^3 * 5^2 * 7^2 * 11 * 13 * 19 * 109 * 167 * 541 * 6967 * 7753 * 12703 * 167408317 * 30515488957 * 157532253007478999872951
7349,10,2,x^20 + x^19 + 364,2^4 * 3 * 5^3 * 7^2 * 11 * 29 * 31 * 41 * 167 * 37781 * 931169 * 15438689921 * 2295231727931 * 22055345219081 * 385755486003242921
